Common Name,Scientific Name,Museum Counts,Citizen Science Counts
NoCommonName,Pelochrista unidentified species,NaN,5
NoCommonName,Pennisetia marginatum,NaN,2
NoCommonName,Penthesilea sacculalis,NaN,1
NoCommonName,Peoria approximella,NaN,5
NoCommonName,Peoria bipartitella,NaN,1
NoCommonName,Peoria longipalpella,NaN,2
NoCommonName,Peoria roseotinctella,NaN,2
NoCommonName,Peridea angulosa,1,54
NoCommonName,Peridea basitriens,NaN,22
NoCommonName,Peridea bordeloni,NaN,7
NoCommonName,Peridroma saucia,6,11
NoCommonName,Perigea xanthioides,NaN,3
NoCommonName,Perimede unidentified species,NaN,1
NoCommonName,Perispasta caeculalis,NaN,3
NoCommonName,Pero ancetaria,1,32
NoCommonName,Pero honestaria,0,4
NoCommonName,Petrophila bifascialis,NaN,3
NoCommonName,Phaecasiophora confixana,0,1
NoCommonName,Phaecasiophora niveiguttana,3,1
NoCommonName,Phaeoura quernaria,0,14
NoCommonName,Phalaenophana pyramusalis,NaN,27
NoCommonName,Phalaenostola eumelusalis,NaN,9
NoCommonName,Phalaenostola larentioides,1,38
NoCommonName,Phigalia denticulata,0,42
NoCommonName,Phigalia strigataria,0,32
NoCommonName,Phigalia titea,1,7
NoCommonName,Philonome clemensella,NaN,1
NoCommonName,Phlogophora periculosa,0,19
NoCommonName,Phoberia atomaris,0,37
NoCommonName,Phobetron pithecium,NaN,16
Large Orange Sulphur,Phoebis Agarithe,NaN,2
Orange-barred Sulphur,Phoebis Philea,NaN,2
Cloudless Sulphur,Phoebis Sennae,2,5494
Common Sootywing,Pholisora Catullus,2,799
NoCommonName,Phosphila miselioides,0,43
NoCommonName,Phosphila turbulenta,0,14
NoCommonName,Phthorimaea operculella,NaN,1
Northern Crescent,Phyciodes Cocyta,NaN,65
Phaon Crescent,Phyciodes Phaon,0,153
Pearl Crescent,Phyciodes Tharos,23,7592
NoCommonName,Phycitodes mucidella,NaN,1
NoCommonName,Phycitodes reliquella,NaN,9
NoCommonName,Phyllocnistis ampelopsiella,NaN,1
NoCommonName,Phyllocnistis insignis,NaN,3
NoCommonName,Phyllocnistis liquidambarisella,NaN,3
NoCommonName,Phyllocnistis liriodendronella,NaN,2
NoCommonName,Phyllocnistis unidentified species,NaN,1
NoCommonName,Phyllocnistis vitegenella,NaN,2
NoCommonName,Phyllocnistis vitifoliella,NaN,1
NoCommonName,Phyllodesma americana,0,8
NoCommonName,Phyllonorycter aeriferella,NaN,1
NoCommonName,Phyllonorycter albanotella,NaN,2
NoCommonName,Phyllonorycter argentifimbriella,NaN,2
NoCommonName,Phyllonorycter argentinotella,NaN,2
NoCommonName,Phyllonorycter basistrigella,NaN,2
NoCommonName,Phyllonorycter caryaealbella,1,1
NoCommonName,Phyllonorycter celtifoliella,NaN,1
NoCommonName,Phyllonorycter celtisella,NaN,2
NoCommonName,Phyllonorycter fitchella,NaN,1
NoCommonName,Phyllonorycter mariaeella,NaN,2
NoCommonName,Phyllonorycter obscuricostella,NaN,1
NoCommonName,Phyllonorycter occitanica,NaN,3
NoCommonName,Phyllonorycter ostryaefoliella,NaN,3
NoCommonName,Phyllonorycter trinotella,NaN,5
NoCommonName,Phyprosopus callitrichoides,NaN,12
NoCommonName,Phytometra rhodarialis,0,4
Cabbage White,Pieris Rapae,3,4906
West Virginia White,Pieris Virginiensis,0,263
NoCommonName,Pilocrocis ramentalis,NaN,2
NoCommonName,Plagiomimicus pityochromus,NaN,1
NoCommonName,Plagodis alcoolaria,NaN,38
NoCommonName,Plagodis phlogosaria,1,7
NoCommonName,Plagodis pulveraria,NaN,3
NoCommonName,Plagodis serinaria,0,1
NoCommonName,Platynota exasperatana,NaN,6
NoCommonName,Platynota flavedana,0,11
NoCommonName,Platynota idaeusalis,1,32
NoCommonName,Platynota rostrana,NaN,1
NoCommonName,Platynota semiustana,NaN,10
NoCommonName,Platynota unidentified species,NaN,1
NoCommonName,Platypolia mactata,NaN,1
NoCommonName,Platyptilia carduidactylus,NaN,3
NoCommonName,Pleuroprucha insulsaria,3,74
NoCommonName,Pleuroptya silicalis,NaN,4
NoCommonName,Plodia interpunctella,NaN,5
NoCommonName,Plusiodonta compressipalpis,0,13
NoCommonName,Plutella xylostella,NaN,24
Aarons Skipper,Poanes Aaroni,0,21
Hobomok Skipper,Poanes Hobomok,0,228
Broad-winged Skipper,Poanes Viator,1,224
Yehl Skipper,Poanes Yehl,0,339
Zabulon Skipper,Poanes Zabulon,7,2416
NoCommonName,Pococera asperatella,NaN,8
NoCommonName,Pococera expandens,1,20
NoCommonName,Pococera humerella,NaN,1
NoCommonName,Pococera melanogrammos,NaN,1
NoCommonName,Pococera militella,0,3
NoCommonName,Pococera robustella,0,7
NoCommonName,Pococera scortealis,NaN,6
NoCommonName,Pococera subcanalis,NaN,1
NoCommonName,Pococera unidentified species,NaN,22
NoCommonName,Podosesia syringae,NaN,3
NoCommonName,Polia nimbosa,0,1
Crossline Skipper,Polites Origenes,4,1536
Pecks Skipper,Polites Peckius,1,417
Tawny-edged Skipper,Polites Themistocles,2,594
Whirlabout,Polites Vibex,9,973
Eastern Comma,Polygonia Comma,0,2100
Green Comma,Polygonia Faunus,0,76
Question Mark,Polygonia Interrogationis,5,3168
Gray Comma,Polygonia Progne,0,14
NoCommonName,Polygrammate hebraeicum,2,94
NoCommonName,Polygrammodes flavidalis,0,1
NoCommonName,Polygrammodes oxydalis,0,1
NoCommonName,Polyhymno luteostrigella,0,2
NoCommonName,Ponometia candefacta,1,10
NoCommonName,Ponometia erastrioides,0,5
NoCommonName,Ponometia semiflava,0,6
Checkered White,Pontia Protodice,4,286
NoCommonName,Porphyrosela minuta,NaN,1
NoCommonName,Povolnya quercinigrella,NaN,4
NoCommonName,Prionoxystus macmurtrei,NaN,7
NoCommonName,Prionoxystus robiniae,NaN,39
Rare Skipper,Problema Bulenta,0,29
Byssus Skipper,Problema Byssus,NaN,184
NoCommonName,Probole amicaria,1,62
NoCommonName,Probole nepiasaria,NaN,1
NoCommonName,Prochoerodes lineola,0,72
NoCommonName,Prochoreutis inflatella,NaN,3
NoCommonName,Prodoxus decipiens,NaN,5
NoCommonName,Proleucoptera smilaciella,NaN,1
NoCommonName,Prolimacodes badia,0,40
NoCommonName,Promalactis suzukiella,NaN,28
NoCommonName,Protapamea danieli,NaN,6
NoCommonName,Proteoteras aesculana,0,32
NoCommonName,Proteoteras crescentana,0,3
NoCommonName,Proteoteras moffatiana,0,1
NoCommonName,Proteoteras naracana,NaN,9
NoCommonName,Proteoteras unidentified species,NaN,4
NoCommonName,Protitame virginalis,1,1
NoCommonName,Protoboarmia porcelaria,2,71
NoCommonName,Protodeltote muscosula,1,45
NoCommonName,Protolampra brunneicollis,0,44
NoCommonName,Protorthodes oviduca,NaN,2
NoCommonName,Proxenus miranda,NaN,4
NoCommonName,Psamatodes abydata,NaN,1
NoCommonName,Psaphida electilis,6,5
NoCommonName,Psaphida grandis,NaN,5
NoCommonName,Psaphida resumens,0,20
NoCommonName,Psaphida rolandi,4,13
NoCommonName,Psaphida styracis,0,6
NoCommonName,Psara obscuralis,NaN,4
NoCommonName,Pselnophorus belfragei,0,4
NoCommonName,Pseudanthracia coracias,NaN,1
NoCommonName,Pseudasopia intermedialis,0,3
NoCommonName,Pseudeustrotia carneola,4,18
NoCommonName,Pseudexentera costomaculana,NaN,1
NoCommonName,Pseudexentera spoliana,NaN,3
NoCommonName,Pseudexentera unidentified species,NaN,7
NoCommonName,Pseudexentera virginiana,NaN,3
NoCommonName,Pseudochelaria walsinghami,0,1
NoCommonName,Pseudogalleria inimicella,0,2
NoCommonName,Pseudohermonassa bicarnea,NaN,4
NoCommonName,Pseudotelphusa quercinigracella,NaN,1
NoCommonName,Pseudotelphusa unidentified species,NaN,1
NoCommonName,Psilocorsis cryptolechiella,1,12
NoCommonName,Psilocorsis quercicella,3,8
NoCommonName,Psilocorsis reflexella,7,15
NoCommonName,Pterophoridae unidentified species,NaN,8
NoCommonName,Ptichodis bistrigata,NaN,3
NoCommonName,Ptichodis herbarum,1,17
NoCommonName,Ptichodis vinculum,1,2
NoCommonName,Pubitelphusa latifasciella,0,3
NoCommonName,Pyralis farinalis,0,8
NoCommonName,Pyrausta acrionalis,0,15
NoCommonName,Pyrausta bicoloralis,0,6
NoCommonName,Pyrausta generosa,0,1
NoCommonName,Pyrausta homonymalis,NaN,1
NoCommonName,Pyrausta rubricalis,NaN,21
NoCommonName,Pyrausta subsequalis,NaN,2
NoCommonName,Pyrausta tyralis,NaN,1
NoCommonName,Pyreferra hesperidago,NaN,2
NoCommonName,Pyreferra pettiti,NaN,6
White Checkered-Skipper,Pyrgus Albescens,NaN,5
Grizzled Skipper,Pyrgus Centaureae,NaN,16
Common Checkered-Skipper,Pyrgus Communis,1,2225
Tropical Checkered-Skipper,Pyrgus Oileus,NaN,6
Little Yellow,Pyrisitia Lisa,0,1289
NoCommonName,Pyrrharctia isabella,9,35
NoCommonName,Pyrrhia cilisca,1,1
NoCommonName,Pyrrhia exprimens,0,3
NoCommonName,Rachiplusia ou,0,7
NoCommonName,Raphia frater,NaN,2
NoCommonName,Raphiptera argillaceellus,0,1
NoCommonName,Rectiostoma xanthobasis,NaN,7
NoCommonName,Redectis pygmaea,0,27
NoCommonName,Redectis vitrea,0,22
NoCommonName,Renia adspergillus,NaN,43
NoCommonName,Renia discoloralis,2,47
NoCommonName,Renia factiosalis,1,10
NoCommonName,Renia flavipunctalis,0,15
NoCommonName,Renia fraternalis,0,2
NoCommonName,Renia nemoralis,NaN,1
NoCommonName,Renia salusalis,NaN,2
NoCommonName,Renia sobrialis,1,12
NoCommonName,Renia unidentified species,NaN,4
NoCommonName,Resapamea trigona,NaN,1
NoCommonName,Retinia comstockiana,NaN,1
NoCommonName,Retinia gemistrigulana,0,11
NoCommonName,Retinia virginiana,7,4
NoCommonName,Rhectocraspeda periusalis,NaN,2
NoCommonName,Rhopobota dietziana,0,3
NoCommonName,Rhopobota finitimana,1,1
NoCommonName,Rhyacionia buoliana,NaN,1
NoCommonName,Rhyacionia frustrana,2,1
NoCommonName,Rhyacionia rigidana,NaN,1
NoCommonName,Rhyacionia unidentified species,NaN,6
NoCommonName,Rindgea nigricomma,NaN,1
NoCommonName,Rivula propinqualis,0,34
NoCommonName,Rudenia leguminana,NaN,1
NoCommonName,Rusicada privata,NaN,10
NoCommonName,Salebriaria engeli,NaN,10
NoCommonName,Salebriaria fasciata,5,1
NoCommonName,Salebriaria rufimaculatella,1,3
NoCommonName,Samea baccatalis,NaN,3
NoCommonName,Samea ecclesialis,NaN,3
NoCommonName,Samia cynthia,NaN,1
Banded Hairstreak,Satyrium Calanus,0,433
Edwards Hairstreak,Satyrium Edwardsii,2,87
Oak Hairstreak,Satyrium Favonius,0,87
Coral Hairstreak,Satyrium Titus,1,289
Appalachian Brown,Satyrodes Appalachia,0,712
Hickory Hairstreak,Satyurium Caryaevorum,NaN,16
NoCommonName,Saucrobotys futilalis,NaN,3
NoCommonName,Scardia amurensis,0,2
NoCommonName,Scardia anatomella,NaN,2
NoCommonName,Schinia arcigera,1,21
NoCommonName,Schinia gracilenta,NaN,2
NoCommonName,Schinia lynx,NaN,2
NoCommonName,Schinia nubila,NaN,1
NoCommonName,Schinia nundina,1,2
NoCommonName,Schinia rivulosa,1,11
NoCommonName,Schinia siren,NaN,1
NoCommonName,Schinia trifascia,0,9
NoCommonName,Schinia tuberculum,0,1
NoCommonName,Schizura concinna,0,10
NoCommonName,Schizura ipomoeae,NaN,43
NoCommonName,Schizura leptinoides,1,33
NoCommonName,Schizura unicornis,0,39
NoCommonName,Schrankia macula,NaN,59
NoCommonName,Sciota celtidella,NaN,2
NoCommonName,Sciota subcaesiella,0,1
NoCommonName,Sciota unidentified species,NaN,3
NoCommonName,Sciota uvinella,1,22
NoCommonName,Sciota virgatella,0,2
NoCommonName,Scolecocampa liburna,0,34
NoCommonName,Scoliopteryx libatrix,1,2
NoCommonName,Scoparia basalis,0,2
NoCommonName,Scoparia biplagialis,20,8
NoCommonName,Scoparia unidentified species,NaN,10
NoCommonName,Scopula cacuminaria,NaN,1
NoCommonName,Scopula inductata,1,8
NoCommonName,Scopula limboundata,0,93
NoCommonName,Scopula ordinata,0,1
NoCommonName,Scopula quinquelinearia,NaN,1
NoCommonName,Scythris fuscicomella,NaN,1
NoCommonName,Scythropiodes issikii,NaN,13
NoCommonName,Selenia kentaria,NaN,21
NoCommonName,Selenisa sueroides,NaN,1
NoCommonName,Sereda tautana,NaN,4
NoCommonName,Sericaglaea signata,NaN,25
NoCommonName,Sericoplaga externalis,NaN,1
NoCommonName,Siederia walshella,NaN,2
NoCommonName,Sigela brauneata,NaN,35
NoCommonName,Sitotroga cerealella,NaN,1
NoCommonName,Smerinthus jamaicensis,2,4
NoCommonName,Sonia constrictana,0,2
NoCommonName,Sonia unidentified species,NaN,1
NoCommonName,Spaelotis clandestina,0,1
NoCommonName,Spargaloma sexpunctata,0,17
NoCommonName,Sparganothis distincta,NaN,1
NoCommonName,Sparganothis sulfureana,0,16
NoCommonName,Sparganothis tristriata,NaN,1
NoCommonName,Sparganothis xanthoides,0,1
NoCommonName,Speranza pustularia,0,46
Aphrodite Fritillary,Speyeria Aphrodite,1,456
Diana Fritillary,Speyeria Diana,0,379
Regal Fritillary,Speyeria Idalia,1,6
NoCommonName,Sphecodina abbottii,0,13
NoCommonName,Sphingicampa bicolor,NaN,3
NoCommonName,Sphingicampa bisecta,NaN,4
NoCommonName,Sphinx drupiferarum,0,2
NoCommonName,Sphinx franckii,2,5
NoCommonName,Sphinx kalmiae,0,5
NoCommonName,Spiloloma lunilinea,NaN,10
NoCommonName,Spilonota ocellana,NaN,2
NoCommonName,Spilosoma congrua,1,94
NoCommonName,Spilosoma dubia,0,3
NoCommonName,Spilosoma latipennis,0,1
NoCommonName,Spilosoma unidentified species,NaN,10
NoCommonName,Spilosoma virginica,1,44
NoCommonName,Spinitibia hodgesi,NaN,5
NoCommonName,Spodoptera dolichos,0,8
NoCommonName,Spodoptera eridania,NaN,4
NoCommonName,Spodoptera exigua,NaN,7
NoCommonName,Spodoptera frugiperda,1,42
NoCommonName,Spodoptera latifascia,NaN,1
NoCommonName,Spodoptera ornithogalli,5,52
NoCommonName,Spoladea recurvalis,NaN,13
NoCommonName,Spragueia apicalis,NaN,5
NoCommonName,Spragueia dama,3,10
NoCommonName,Spragueia leo,4,21
NoCommonName,Spragueia onagrus,NaN,1
NoCommonName,Stagmatophora wyattella,NaN,2
Hayhursts Scallopwing,Staphylus Hayhurstii,0,343
NoCommonName,Stegasta bosqueella,NaN,5
NoCommonName,Stenoporpia polygrammaria,NaN,1
NoCommonName,Stenoptilodes taprobanes,NaN,4
NoCommonName,Stigmella macrocarpaenigriverticella complex ,NaN,1
NoCommonName,Stigmella myricafoliella,NaN,1
NoCommonName,Strepsicrates smithiana,0,3
NoCommonName,Streptopalpia minusculalis,NaN,1
Gray Hairstreak,Strymon Melinus,4,3196
NoCommonName,Stylopalpia scobiella,NaN,1
NoCommonName,Subtribe Xylenina Unidentified Species,NaN,1
NoCommonName,Suleima helianthana,NaN,2
NoCommonName,Sunira bicolorago,0,59
NoCommonName,Sutyna privata,NaN,3
NoCommonName,Swammerdamia caesiella,NaN,2
NoCommonName,Symmerista canicosta,0,9
NoCommonName,Symmerista unidentified species,NaN,1
NoCommonName,Symmetrischema striatella,NaN,3
NoCommonName,Symmetrischema unidentified species,NaN,2
NoCommonName,Sympistis badistriga,NaN,6
NoCommonName,Sympistis dinalda,NaN,3
NoCommonName,Synanthedon acerni,0,14
NoCommonName,Synanthedon arkansasensis,NaN,2
NoCommonName,Synanthedon exitiosa,NaN,1
NoCommonName,Synanthedon kathyae,NaN,1
NoCommonName,Synanthedon pictipes,NaN,1
NoCommonName,Synanthedon rileyana,1,1
NoCommonName,Synanthedon scitula,NaN,2
NoCommonName,Synanthedon unidentified species,NaN,1
NoCommonName,Synchlora aerata,0,22
NoCommonName,Synchlora frondaria,4,20
NoCommonName,Synchlora unidentified species,NaN,1
NoCommonName,Syndemis afflictana,0,1
NoCommonName,Tallula unidentified species,NaN,8
NoCommonName,Tampa dimediatella,NaN,1
NoCommonName,Tarache aprica,1,13
NoCommonName,Taygete attributella,0,14
NoCommonName,Taygete gallaegenitella,NaN,2
NoCommonName,Tebenna gnaphaliella,NaN,8
NoCommonName,Tecmessa scitiscripta,NaN,5
NoCommonName,Tegeticula yuccasella,NaN,1
NoCommonName,Telphusa longifasciella,NaN,1
NoCommonName,Tetanolita floridana,NaN,53
NoCommonName,Tetanolita mynesalis,5,79
NoCommonName,Tetracis cachexiata,NaN,21
NoCommonName,Tetracis crocallata,0,9
NoCommonName,Thaumatographa jonesi,NaN,3
NoCommonName,Theisoa constrictella,NaN,3
Confused Cloudywing,Thorybes Confusis,1,180
Northern Cloudywing,Throybes Pylades,NaN,907
European Skipper,Thymelicus Lineola,NaN,15
NoCommonName,Thyraylia bunteana,NaN,2
NoCommonName,Thyridopteryx ephemeraeformis,0,3
NoCommonName,Thyris maculata,0,3
NoCommonName,Thyris sepulchralis,1,3
NoCommonName,Timandra amaturaria,NaN,1
NoCommonName,Tinea apicimaculella,0,5
NoCommonName,Tinea pellionella,0,1
NoCommonName,Tineola bisselliella,NaN,1
NoCommonName,Tischeria quercitella,NaN,2
NoCommonName,Tlascala reductella,NaN,3
NoCommonName,Tolype notialis,0,8
NoCommonName,Tolype velleda,0,15
NoCommonName,Tornos abjectarius,NaN,6
NoCommonName,Tornos scolopacinaria,NaN,4
NoCommonName,Tortricidia flexuosa,0,13
NoCommonName,Tortricidia pallida,NaN,1
NoCommonName,Tortricidia testacea,0,19
NoCommonName,Tosale oviplagalis,1,21
NoCommonName,Tricholita signata,0,8
NoCommonName,Trichophaga tapetzella,NaN,1
NoCommonName,Trichoplusia ni,3,5
NoCommonName,Trichordestra legitima,1,6
NoCommonName,Triclonella pergandeella,NaN,2
NoCommonName,Trigrammia quadrinotaria,0,11
NoCommonName,Tripudia rectangula,NaN,11
NoCommonName,Tulsa finitella,0,1
NoCommonName,Ulolonche modesta,NaN,4
NoCommonName,Ulophora groteii,0,1
NoCommonName,Untomia albistrigella,NaN,1
Dorantes Longtail,Urbanus Dorantes,NaN,10
Long-tailed Skipper,Urbanus Proteus,3,938
NoCommonName,Uresiphita reversalis,0,6
NoCommonName,Urodus parvula,1,6
Red Admiral,Vanessa Atalanta,3,3507
American Lady,Vanessa Virginiensis,10,5763
NoCommonName,Varneria postremella,NaN,4
NoCommonName,Virbia aurantiaca,1,55
NoCommonName,Virbia ferruginosa,NaN,2
NoCommonName,Virbia opella,2,81
NoCommonName,Virbia rubicundaria,NaN,5
NoCommonName,Virbia unidentified species,NaN,3
NoCommonName,Vitacea polistiformis,NaN,1
NoCommonName,Vitacea unidentified species,NaN,1
NoCommonName,Vitula broweri,NaN,1
NoCommonName,Vitula edmandsii,0,6
Southern Broken-dash,Wallengrenia Otho,3,930
NoCommonName,Walshia unidentified species,NaN,1
NoCommonName,Xanthophysa psychialis,0,1
NoCommonName,Xanthorhoe lacustrata,0,9
NoCommonName,Xanthorhoe unidentified species,NaN,1
NoCommonName,Xanthotype attenuaria,NaN,2
NoCommonName,Xanthotype sospeta,NaN,2
NoCommonName,Xanthotype unidentified species,NaN,1
NoCommonName,Xanthotype urticaria,NaN,3
NoCommonName,Xestia c-nigrum,0,2
NoCommonName,Xestia dilucida,0,19
NoCommonName,Xestia dolosa,0,18
NoCommonName,Xestia dolosa complex,NaN,1
NoCommonName,Xestia elimata,NaN,28
NoCommonName,Xestia normanianus,NaN,2
NoCommonName,Xestia smithii,NaN,2
NoCommonName,Xubida panalope,NaN,6
NoCommonName,Xylesthia pruniramiella,0,13
NoCommonName,Xylophanes tersa,2,13
NoCommonName,Xylotype capax,0,2
NoCommonName,Xystopeplus rufago,NaN,5
NoCommonName,Yponomeuta multipunctella,NaN,10
NoCommonName,Zale aeruginosa,NaN,23
NoCommonName,Zale bethunei,NaN,9
NoCommonName,Zale buchholzi,0,5
NoCommonName,Zale calycanthata,NaN,3
NoCommonName,Zale confusa,0,10
NoCommonName,Zale curema,NaN,5
NoCommonName,Zale duplicata,0,2
NoCommonName,Zale galbanata,NaN,32
NoCommonName,Zale helata,NaN,10
NoCommonName,Zale horrida,NaN,23
NoCommonName,Zale intenta,0,4
NoCommonName,Zale intenta/lunifera,NaN,28
NoCommonName,Zale lunata,5,74
NoCommonName,Zale metata,0,9
NoCommonName,Zale metatoides,NaN,7
NoCommonName,Zale minerea,NaN,26
NoCommonName,Zale obliqua,1,22
NoCommonName,Zale phaeocapna,NaN,4
NoCommonName,Zale pine-feeding complex,NaN,2
NoCommonName,Zale squamularis,0,10
NoCommonName,Zale submediana,0,5
NoCommonName,Zale undularis,0,5
NoCommonName,Zale unidentified species,NaN,5
NoCommonName,Zale unilineata,0,8
NoCommonName,Zanclognatha cruralis,NaN,43
NoCommonName,Zanclognatha jacchusalis,NaN,7
NoCommonName,Zanclognatha laevigata,NaN,3
NoCommonName,Zanclognatha marcidilinea,NaN,25
NoCommonName,Zanclognatha martha,0,18
NoCommonName,Zanclognatha obscuripennis,1,28
NoCommonName,Zanclognatha pedipilalis,NaN,7
NoCommonName,Zanclognatha protumnusalis,NaN,5
NoCommonName,Zanclognatha theralis,NaN,19
NoCommonName,Zanclognatha unidentified species,NaN,2
NoCommonName,Zelleria retiniella,0,4
Southern Dogface,Zerene Cesonia,2,25
NoCommonName,Zomaria interruptolineana,0,3
